B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Ë®ÎÂ,ÈÜ½âÑõ
3.77926835662719,6.31465117171752,10.367480094913025,9.072357100442684,11.12576616825504,4.58677656703872,3.913552096799727,4.183956901735335,4.076732146235766,1.5032653867955033,26.1,3.56
3.7233773046765792,6.333663500969817,10.431519845720336,8.944442781858944,10.889990883440452,4.395331155879826,3.846816334862499,3.9785626755595205,3.7250883749726613,0.37649416302885547,26.1,3.56
3.8058800904599788,6.337245675983393,10.262945183640293,8.846257712856085,10.634643433968582,4.388881559540534,3.448933306721028,3.667611260494617,3.6517785288409783,0.26960092068573427,26.1,3.56
3.5245882705828264,6.134429198427267,10.090587981729312,8.454471820336789,10.175933896960178,4.05391630850253,3.111808334764077,3.169148868690952,2.933653710730536,0.20196548278907794,26.1,3.56
3.6560972276515002,6.259064619764602,10.280784840447343,8.449244682197104,10.111941756961292,3.98764806637091,3.0119819967909582,2.974438735692942,2.843490700289228,0.027599053978712124,26.1,3.56
3.4193432712296534,6.052779455145665,9.972700458183155,8.196545009872017,9.820747657149557,3.8573926034584924,2.7621114395058526,2.7922999240459134,2.569233909365546,0.024502117618402944,26.1,3.56
3.4146727260460055,6.031872918505689,10.194709927982645,8.329753010981618,9.727443265824306,4.011276872984441,3.241869836430971,3.245182367495494,2.79319756206323,0.07580773770941827,26.1,3.56
3.3862234266652798,5.897596411703556,9.81178247191601,8.12256416376285,9.645334099814972,3.9531776240303755,2.8238481946762013,2.896255077007233,2.5563656086847963,0.05752099557813424,26.1,3.56
3.6094150485062966,6.180625838593926,10.557825800358193,8.727579109807076,10.275891695626832,4.1797393572975405,3.3785885654440886,3.340265241553938,2.9725112288620674,0.1543502654877437,26.1,3.56
3.8891707351894866,6.391193773340042,10.438308918250312,8.970594352982895,10.927985028552351,4.407616139445436,3.636359984649775,3.989991485355983,4.140173983811775,0.4119361121975147,26.1,3.56
3.9958943174001615,7.132216374142185,12.281345162562271,9.586353221288357,10.86419371734556,4.740313294544003,4.872005789229615,4.734009700198894,4.504771619169141,0.3867732149346696,26.6,5.52
4.1051594878336255,7.3141349252250825,12.420404370558378,9.70754852592302,10.710434172966481,4.598106160030826,4.559020540958187,4.307020359988285,4.026008641666194,0.6326656996692568,26.6,5.52
4.140440768078139,7.273510175902179,12.329182685620468,9.72832673505814,10.676078665785,4.652153248039135,4.462640430590193,4.250596113085823,4.038540170279526,0.5413961351954164,26.6,5.52
4.241231533656815,7.40409263650788,12.382824938198986,9.649307770618336,10.799404930006045,4.49888559810975,3.881466215650908,3.6453054290450555,3.3219533113601822,0.12164781446102248,26.6,5.52
3.996057730155717,7.189137664861482,12.273516581487485,9.52900834123131,10.682845743982648,4.75588689484365,4.7762093366122595,4.600803987488653,4.455757418878345,0.42212359240495717,26.6,5.52
3.977830138847659,7.149922822999159,11.966419131921956,9.374038971360473,10.405019806889886,4.671068434409427,4.601620948935913,4.315567077362611,4.168307570500109,0.11043404336804227,26.6,5.52
4.125048314551033,7.272000244812857,12.225492642484006,9.541184118638785,10.637673504913813,4.644080970605462,4.488478819579917,4.134218149343867,3.9600398075425103,0.3937129980114025,26.6,5.52
4.20440100102758,7.384791156428366,12.284994929383483,9.621329220990388,10.720640849652778,4.723932381082623,4.143599518716697,3.957764632776557,3.808948376555184,0.16564341032713165,26.6,5.52
4.15013132020938,7.270783055244662,11.942746714025633,9.479589727237805,10.424046869664298,4.719474642141959,4.294199745125891,4.040748574733078,3.918083845356839,0.11837415972314207,26.6,5.52
4.124055739620844,7.3691477409207415,12.191692762423873,9.544797911687814,10.497610944226698,4.813097577863389,4.223684533682261,3.859532512229143,3.7059767095183584,0.3565216155596483,26.6,5.52
3.6240709957916737,5.65334883575759,7.748459379439999,6.5264285030157065,7.174952605464878,3.6481880594881884,3.000752079568916,2.8699038487937982,2.8915357604394667,0.0013205652593008307,26.3,5.37
3.4631916911822027,5.400908247776592,7.502979779538303,6.193045707324788,6.86860183096214,3.293298837336843,2.714889968361714,2.496839006538074,2.5877631246815085,0.005622694674194542,26.3,5.37
3.476004252149079,5.455981808267879,7.5013568000036095,6.353438196137331,6.914854548800139,3.4613584918904174,2.8427305887908503,2.5739474734533947,2.638696051876774,0.003483246481305461,26.3,5.37
3.7134345693312967,5.649395826795479,7.789474493055581,6.542175058617923,7.148017820132156,3.5997109740571687,2.864051637460784,2.651674015936109,2.705940827572574,0.001126249661632431,26.3,5.37
3.559676504876771,5.57201410280272,7.603732726989218,6.429559004405083,7.046801026951451,3.541019978926532,2.843022812107723,2.6312233473237043,2.7373148978012467,8.26882423529239e-06,26.3,5.37
3.658460501782235,5.659663935245033,7.710590355746812,6.520326861734016,7.1339851348723,3.6887954501295295,2.9082593349787236,2.5912436231893823,2.5925858922093594,0.0005670324616174309,26.3,5.37
3.554556647904112,5.493185211502074,7.520549353786866,6.293149650728674,6.636644300257658,3.527631342236665,2.7985496532323446,2.3950019063096692,2.2299964815346303,0,26.3,5.37
3.503610005444099,5.49074214941938,7.521157381801367,6.307386135995735,6.816260882187464,3.5848138814141577,2.699197735319124,2.4767890447600767,2.3787042124550624,0.0004568046012968169,26.3,5.37
3.902296393966191,5.958620023193493,8.06765242319947,6.890778690509481,7.464514253489283,3.842609129386642,3.108548626345331,3.0188817620978843,3.053608902716181,0.03844700310584622,26.3,5.37
3.4660067946278366,5.40065633391332,7.488764115804227,6.230136778009606,6.553923944646339,3.3453448939928068,2.722247360744603,2.2864479867218455,2.0814816631138453,0.00012144165918154701,26.3,5.37
2.457407171436955,3.779621575920368,5.0417826212155985,4.181925733463594,5.072059211187097,2.888887073419748,2.254082221523153,2.4003541025098007,2.7803548491979653,0.0013982091401587955,26,5.69
3.2411095854182346,4.852412678341154,6.4654171355261525,5.392017212702064,6.3666333931171115,3.627945804293163,2.779512681555429,2.80587581024151,2.9011198811692895,0.005929875807511578,26,5.69
3.367797728958685,4.94523140885407,6.410652216573347,5.479660760842686,6.3896172231351755,3.6416399721419674,2.629288768500169,2.5559432139607097,2.7656397509365243,0.040104602887980484,26,5.69
2.358844463553841,3.7337398983982815,5.141230474755608,4.493085801046943,5.391394541116713,2.973957443243742,2.4101148508020307,3.010415443901452,3.566641950859776,0.03969130789417082,26,5.69
